+-------------+------------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb    |                             context                              |        synset       | Polarity + | Polarity - | Polarity = |
|      be     |                 ... the service was slow at ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    start    |                     started this review ...                      |    get_down.v.07    |    0.0     |    0.0     |    1.0     |
|     edit    |                  ... but i'm editing it to ...                   |      edit.v.01      |    0.0     |    0.0     |    1.0     |
|     give    |                    ... it to give it only ...                    |      give.v.18      |   0.125    |    0.0     |   0.875    |
|      be     |                         is the worst ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                  ... sushi i have ever eat ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     eat     |               ... have ever eat besides costco ...               |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|  highlight  |        ... excellent restaurant highlighted by great ...         |   foreground.v.01   |    0.0     |    0.0     |    1.0     |
|     sit     |                     ... and i sat at the ...                     |      ride.v.01      |    0.0     |    0.0     |    1.0     |
|     have    |                 ... bar and had a completely ...                 |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                        was hardly any ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                      had better bagels ...                       |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      go     |                           to place ...                           |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|    place    |                      to place for gyros ...                      |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     love    |                        love the owner ...                        |      love.v.02      |    1.0     |    0.0     |    0.0     |
|     use     |                  ... pizza which used to be ...                  |       use.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                  ... used to be amazing is ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                 ... to be amazing is doughy ...                  |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|      be     |                 ... be amazing is doughy and ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     find    |                         found a six ...                          |     detect.v.01     |    0.0     |    0.0     |    1.0     |
