+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|    write     |             ... obliged to write the script ...              |       write.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                        was one of ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                ... films i have ever seen ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     see      |                     ... have ever seen .                     |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     try      |                   still trying to get ...                    |        try.v.01        |    0.0     |    0.0     |    1.0     |
|     get      |                ... trying to get over how ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                       ... bad it was .                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                  movie is possibly one ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                    has everything you ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     want     |             ... you could want ... suspense ...              |       want.v.02        |   0.125    |   0.125    |    0.75    |
|   confuse    |            ... comedy , confusing subplots , ...             |      confuse.v.02      |   0.125    |   0.625    |    0.25    |
|     eat      |                ... , brain eating ... if ...                 |       feed.v.06        |    0.0     |    0.0     |    1.0     |
|     look     |              ... if you're looking for the ...               |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     look     |               ... movies , look no further ...               |       look.v.02        |    0.0     |    0.0     |    1.0     |
|  recommend   |             ... i can't recommend this movie ...             |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     call     |                           me a ...                           |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|    think     |                 ... but i think this is ...                  |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                 ... think this is one of ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |               ... and horrible acting , a ...                |        act.v.01        |    0.0     |    0.0     |    1.0     |
|     sink     |               ... and a sinking feeling of ...               |       sink.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |              ... , what were they thinking ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
